Id_Cliente,Programa_Puntos_Gasolina,Tarjeta_Black,Millas_Acumuladas,Facturacion_Tarjeta_Mes_Anterior_USD,Total_Transacciones,Facturacion_Internacional_USD,Total_Compras_Internacionales,Llamadas_a_su_Ejecutivo,Churn
1297,No,No,1100,1195,44,76,3,2,Vigente
1298,No,Si,32120,1104,45,108,4,2,Vigente
1299,No,Si,23230,1280,49,0,6,1,Vigente
1300,No,No,900,1316,36,120,2,2,Fugado
1301,No,No,1110,1058,44,88,2,3,Vigente
1302,No,No,1300,750,52,0,4,3,Vigente
1303,No,No,690,1285,28,80,5,1,Fugado
1304,No,No,1270,1115,51,108,4,1,Vigente
1305,No,No,780,777,31,76,2,3,Vigente
1306,No,No,920,939,37,92,2,2,Vigente
1307,No,No,810,1078,32,92,5,3,Fugado
1308,No,No,1350,1014,54,84,1,3,Vigente
1309,No,No,1190,1003,48,116,4,0,Vigente
1310,Si,No,1230,997,49,80,3,2,Vigente
1311,No,No,1060,684,42,0,5,1,Fugado
1312,No,No,920,1069,37,76,7,1,Vigente
1313,No,No,1230,988,49,0,2,1,Vigente
1314,No,No,1300,1041,52,0,1,2,Vigente
1315,No,No,1000,904,40,0,4,3,Vigente
1316,No,No,1130,1038,45,100,2,2,Vigente
1317,No,No,1030,1058,41,76,6,2,Vigente
1318,No,Si,29800,1219,32,0,5,2,Vigente
1319,No,No,980,1043,39,0,2,2,Vigente
1320,No,No,1020,1179,41,0,3,3,Vigente
1321,No,Si,32050,1019,42,124,4,2,Vigente
1322,No,No,600,1082,24,76,5,1,Vigente
1323,Si,No,420,779,17,0,1,2,Fugado
1324,No,No,1170,1126,47,80,11,0,Vigente
1325,No,No,1120,955,45,108,5,2,Vigente
1326,No,Si,32150,944,46,84,1,6,Fugado
1327,No,No,1190,1164,48,0,9,2,Vigente
1328,No,No,920,708,37,92,5,2,Fugado
1329,No,No,1450,1111,58,84,9,1,Vigente
1330,No,No,910,867,36,0,7,2,Vigente
1331,No,Si,30210,990,48,116,2,2,Vigente
1332,No,No,1070,1122,43,0,2,3,Vigente
1333,No,Si,33090,1137,44,88,4,3,Vigente
1334,No,Si,31140,1140,46,92,12,1,Vigente
1335,No,No,990,1382,40,0,4,1,Fugado
1336,No,No,1240,1005,50,96,2,0,Vigente
1337,No,No,850,1254,34,96,6,3,Vigente
1338,Si,No,1070,1144,43,0,2,0,Fugado
1339,No,No,790,994,32,80,3,2,Vigente
1340,Si,No,960,900,38,0,1,4,Fugado
1341,No,No,860,1049,34,124,1,1,Vigente
1342,No,Si,29010,1232,40,96,2,1,Vigente
1343,No,Si,24710,944,28,0,5,2,Vigente
1344,No,No,800,1052,32,92,8,0,Vigente
1345,No,No,890,1298,36,0,8,0,Fugado
1346,No,No,0,396,0,0,1,4,Fugado
1347,Si,No,450,854,18,76,2,1,Fugado
1348,No,No,1170,1170,47,88,3,0,Vigente
1349,No,No,980,1019,39,100,5,1,Vigente
1350,No,Si,23070,854,43,0,3,2,Vigente
1351,No,No,1240,1430,50,124,7,0,Fugado
1352,No,No,1210,735,48,100,5,1,Vigente
1353,No,Si,17050,801,42,112,4,0,Vigente
1354,No,No,910,902,36,92,3,0,Vigente
1355,No,No,1030,950,41,108,3,2,Vigente
1356,No,Si,31930,1461,37,116,14,3,Vigente
1357,No,No,1200,933,48,96,4,1,Vigente
1358,No,No,840,953,34,108,6,3,Vigente
1359,No,No,890,1214,36,128,2,0,Vigente
1360,No,No,910,1230,36,88,6,1,Fugado
1361,No,No,1020,715,41,112,8,2,Vigente
1362,No,No,760,1208,30,116,2,1,Vigente
1363,No,No,1220,662,49,84,2,3,Vigente
1364,No,Si,32150,898,46,0,6,3,Vigente
1365,No,No,970,1366,39,116,8,1,Fugado
1366,No,No,1180,1069,47,100,3,1,Vigente
1367,No,No,660,761,26,104,1,3,Vigente
1368,Si,No,1310,1144,52,0,4,1,Vigente
1369,No,No,1270,1065,51,96,6,4,Vigente
1370,No,No,750,1041,30,0,9,1,Vigente
1371,No,No,1250,1005,50,0,2,1,Vigente
1372,No,No,1020,1069,41,76,5,1,Vigente
1373,No,No,900,774,36,0,6,1,Vigente
1374,No,No,1050,799,42,0,4,4,Fugado
1375,No,Si,33290,1016,52,0,7,0,Vigente
1376,No,Si,43120,1221,45,96,10,0,Vigente
1377,No,No,1390,1322,56,0,5,4,Fugado
1378,No,Si,35340,836,54,116,10,1,Vigente
1379,Si,Si,43960,1005,38,0,4,1,Vigente
1380,No,No,1150,1142,46,88,2,3,Vigente
1381,No,No,1190,750,48,104,2,1,Vigente
1382,No,No,1100,1041,44,92,1,1,Vigente
1383,No,Si,40070,1298,43,76,4,2,Vigente
1384,No,Si,22130,933,45,0,2,2,Vigente
1385,No,No,1080,609,43,84,3,3,Vigente
1386,No,No,1160,792,46,76,3,0,Vigente
1387,No,Si,35980,893,39,0,3,0,Vigente
1388,No,No,960,856,38,0,3,1,Vigente
1389,Si,No,1270,1008,51,0,6,4,Vigente
1390,No,No,620,1126,25,132,4,1,Vigente
1391,No,No,1050,656,42,80,6,1,Vigente
1392,No,Si,30180,966,47,0,5,3,Vigente
1393,No,No,850,1289,34,0,15,3,Fugado
1394,No,No,1070,1234,43,76,8,0,Vigente
1395,No,No,1210,1239,48,112,4,1,Vigente
1396,No,No,1100,935,44,104,4,0,Vigente
1397,Si,Si,28240,992,50,80,5,4,Vigente
1398,No,No,0,449,0,0,4,1,Vigente
1399,No,Si,19870,900,35,92,4,1,Vigente
1400,No,No,1160,1041,46,100,2,4,Vigente
1401,No,No,900,816,36,0,0,3,Vigente
1402,No,No,880,1036,35,100,4,0,Vigente
1403,No,No,860,1157,34,0,4,1,Vigente
1404,No,No,1200,871,48,92,1,0,Vigente
1405,No,Si,40130,746,45,80,1,3,Vigente
1406,No,No,800,777,32,76,7,4,Fugado
1407,No,No,1390,992,56,76,8,1,Vigente
1408,No,Si,32050,851,42,100,2,6,Fugado
1409,No,No,1040,924,42,100,3,1,Vigente
1410,No,Si,30950,1115,38,0,2,0,Vigente
1411,No,No,910,1049,36,104,5,1,Vigente
1412,No,No,840,942,34,0,6,1,Vigente
1413,No,Si,24600,953,24,80,4,1,Vigente
1414,No,Si,20780,1041,31,84,6,0,Vigente
1415,No,No,900,1005,36,84,4,1,Vigente
1416,No,No,890,920,36,76,1,0,Vigente
1417,No,No,1210,1146,48,0,3,3,Vigente
1418,No,No,740,693,30,92,7,1,Vigente
1419,Si,Si,38010,1093,40,0,7,2,Vigente
1420,No,No,950,691,38,0,12,2,Vigente
1421,Si,No,680,931,27,128,3,3,Fugado
1422,No,Si,20810,1311,32,88,7,0,Vigente
1423,No,Si,31450,1030,18,0,1,1,Vigente
1424,Si,Si,29170,675,47,0,3,1,Vigente
1425,No,No,770,955,31,100,5,0,Vigente
1426,No,No,1480,889,59,0,2,2,Vigente
1427,No,Si,30840,926,34,84,7,2,Vigente
1428,No,No,1080,1153,43,80,6,2,Vigente
1429,Si,No,1170,1137,47,80,5,2,Vigente
1430,No,Si,39300,1124,52,0,7,1,Vigente
1431,No,Si,34700,1190,28,0,4,1,Vigente
1432,No,No,1070,1144,43,96,5,1,Vigente
1433,No,No,750,953,30,96,2,0,Vigente
1434,No,No,1070,1118,43,104,2,1,Vigente
1435,No,Si,38500,891,60,112,6,2,Vigente
1436,Si,Si,20140,858,46,80,2,0,Fugado
1437,No,Si,27170,1166,47,92,7,1,Vigente
1438,Si,Si,35180,1247,47,0,6,4,Vigente
1439,No,No,990,1192,40,128,6,2,Vigente
1440,No,No,1150,948,46,0,4,0,Vigente
1441,No,No,970,873,39,0,10,1,Vigente
1442,No,Si,48020,1318,41,76,2,1,Vigente
1443,No,No,1160,1080,46,0,3,1,Fugado
1444,Si,No,820,1021,33,0,7,1,Vigente
1445,No,No,990,1126,40,76,4,3,Vigente
1446,No,Si,9040,1250,42,84,2,1,Vigente
1447,No,Si,29040,772,42,88,2,2,Vigente
1448,No,No,1050,977,42,0,2,0,Vigente
1449,No,No,1100,1135,44,0,3,4,Vigente
1450,No,No,1010,1263,40,108,6,4,Vigente
1451,No,No,1000,812,40,92,9,0,Vigente
1452,No,Si,34370,1109,55,80,2,2,Vigente
1453,No,No,1360,902,54,104,3,2,Vigente
1454,No,Si,41110,1078,44,0,3,2,Vigente
1455,No,Si,44800,1060,32,120,7,2,Fugado
1456,No,No,950,1045,38,0,7,1,Vigente
1457,No,Si,34200,750,48,84,4,1,Vigente
1458,No,No,1130,799,45,0,4,1,Vigente
1459,No,No,940,935,38,0,4,1,Vigente
1460,No,No,880,1100,35,136,8,0,Vigente
1461,No,No,1600,999,64,80,3,3,Vigente
1462,No,No,780,697,31,84,6,0,Vigente
1463,No,No,1070,997,43,0,4,2,Vigente
1464,No,No,930,988,37,0,6,1,Vigente
1465,No,No,850,1109,34,76,5,3,Vigente
1466,No,No,1200,761,48,0,2,1,Vigente
1467,No,No,1080,678,43,0,3,0,Vigente
1468,Si,Si,35590,1085,24,120,4,0,Fugado
1469,No,Si,28020,821,41,0,7,3,Vigente
1470,No,Si,27790,1091,32,128,1,0,Vigente
1471,No,Si,41950,931,38,0,3,1,Vigente
1472,No,No,990,1049,40,0,5,0,Vigente
1473,Si,No,660,1366,26,84,7,1,Fugado
1474,Si,No,1200,1252,48,0,4,1,Vigente
1475,No,No,890,834,36,140,6,0,Vigente
1476,No,No,1120,636,45,136,7,3,Vigente
1477,No,Si,35620,1060,25,0,4,0,Vigente
1478,No,No,1020,1133,41,84,5,1,Vigente
1479,No,No,1220,1241,49,84,7,2,Vigente
1480,No,Si,16920,1135,37,76,2,1,Vigente
1481,No,No,1020,752,41,92,5,0,Vigente
1482,No,Si,34790,1014,32,124,9,2,Vigente
1483,No,No,930,1063,37,80,4,3,Vigente
1484,Si,No,910,1188,36,0,3,1,Vigente
1485,Si,No,1060,898,42,92,2,3,Fugado
1486,No,No,870,862,35,132,3,1,Vigente
1487,No,No,1040,966,42,84,2,0,Vigente
1488,No,Si,44940,1252,38,96,2,0,Vigente
1489,No,No,840,1118,34,0,4,2,Vigente
1490,No,No,1200,836,48,100,2,2,Vigente
1491,No,No,1070,1210,43,0,2,1,Vigente
1492,No,No,1100,1063,44,108,3,1,Vigente
1493,No,No,1260,1261,50,84,5,1,Vigente
1494,No,Si,30900,851,36,108,4,4,Fugado
1495,No,No,850,1098,34,0,10,2,Vigente
1496,No,Si,33360,1241,54,92,4,0,Vigente
1497,No,Si,37200,942,48,100,6,3,Vigente
1498,No,No,1010,961,40,92,5,1,Vigente
1499,No,No,1020,1109,41,96,3,0,Vigente
1500,No,No,1040,933,42,96,1,3,Vigente
1501,No,No,860,1096,34,104,6,1,Vigente
1502,No,No,880,1166,35,108,2,0,Vigente
1503,No,Si,41160,1122,46,0,4,8,Vigente
1504,Si,Si,17940,1170,38,88,3,2,Vigente
1505,No,No,1170,1034,47,0,3,2,Vigente
1506,No,No,1200,1179,48,76,5,1,Vigente
1507,No,No,740,1234,30,92,3,2,Vigente
1508,No,No,840,1074,34,104,6,1,Vigente
1509,No,No,740,1080,30,0,5,3,Vigente
1510,No,Si,41050,1166,42,80,3,3,Vigente
1511,No,No,820,1252,33,0,2,1,Vigente
1512,No,No,910,1197,36,0,6,1,Vigente
1513,No,Si,15000,981,40,0,1,1,Vigente
1514,No,No,1140,1217,46,104,2,2,Vigente
1515,No,No,990,1049,40,0,3,1,Vigente
1516,No,No,960,845,38,84,5,2,Vigente
1517,No,No,1120,1234,45,0,3,1,Fugado
1518,No,No,700,1113,28,104,2,1,Vigente
1519,No,No,780,922,31,96,5,2,Vigente
1520,No,No,910,1052,36,76,3,2,Vigente
1521,No,Si,36360,966,54,80,7,2,Vigente
1522,No,No,830,1087,33,84,2,3,Vigente
1523,No,No,1000,955,40,0,4,1,Vigente
1524,No,No,890,847,36,96,3,2,Vigente
1525,No,Si,20130,781,45,108,3,2,Vigente
1526,No,No,1080,744,43,112,6,1,Vigente
1527,No,Si,24120,1144,45,116,11,2,Vigente
1528,No,No,940,906,38,76,2,0,Vigente
1529,No,No,990,1085,40,0,4,0,Fugado
1530,No,No,1110,937,44,92,2,3,Vigente
1531,No,No,1410,1335,56,0,6,1,Fugado
1532,Si,No,1040,576,42,0,4,4,Fugado
1533,No,Si,18840,880,34,96,7,0,Fugado
1534,Si,No,1020,1296,41,100,5,2,Fugado
1535,No,No,990,1298,40,92,6,1,Fugado
1536,No,No,1020,1170,41,104,8,2,Vigente
1537,No,No,790,700,32,76,5,0,Vigente
1538,Si,Si,22220,935,49,80,3,4,Fugado
1539,No,No,1110,535,44,116,3,5,Fugado
1540,Si,No,1120,1032,45,76,5,0,Vigente
1541,No,No,1000,728,40,132,10,3,Vigente
1542,No,Si,36920,1173,37,0,4,3,Vigente
1543,Si,No,1050,1228,42,84,3,0,Vigente
1544,No,No,680,1043,27,108,6,1,Vigente
1545,No,No,980,931,39,0,2,1,Vigente
1546,No,Si,38920,1045,37,92,1,2,Vigente
1547,No,No,1110,858,44,120,4,1,Vigente
1548,No,No,1030,847,41,88,10,1,Vigente
1549,No,No,800,1232,32,88,5,1,Vigente
1550,No,No,940,827,38,124,3,1,Vigente
1551,No,No,1060,618,42,96,2,2,Vigente
1552,No,No,1060,1093,42,76,3,0,Fugado
1553,No,No,1100,898,44,140,3,2,Vigente
1554,No,No,930,1188,37,96,7,0,Vigente
1555,No,No,790,1129,32,112,10,1,Vigente
1556,No,Si,22920,1008,37,0,5,2,Vigente
1557,No,No,1430,1135,57,80,2,0,Vigente
1558,No,Si,32680,1034,27,116,5,2,Vigente
1559,No,Si,35000,922,40,124,4,2,Vigente
1560,No,No,910,1164,36,0,3,2,Vigente
1561,No,No,1100,992,44,76,4,0,Vigente
1562,No,No,1060,953,42,84,2,2,Vigente
1563,No,No,690,975,28,108,1,0,Vigente
1564,No,Si,39760,1003,30,0,4,1,Vigente
1565,No,No,950,801,38,0,0,1,Vigente
1566,No,No,1260,757,50,92,5,0,Vigente
1567,No,Si,38690,1195,28,80,10,2,Vigente
1568,No,No,1130,878,45,132,16,0,Vigente
1569,No,Si,27960,928,38,96,2,1,Vigente
1570,No,Si,32040,1063,42,96,3,0,Vigente
1571,No,No,1000,1021,40,148,3,2,Vigente
1572,No,No,1340,1111,54,0,4,1,Vigente
1573,No,No,780,988,31,84,9,1,Vigente
1574,No,Si,14990,900,40,100,1,1,Vigente
1575,Si,Si,40800,1201,32,92,4,1,Vigente
1576,No,Si,35850,889,34,0,2,1,Vigente
1577,No,No,900,834,36,88,6,3,Vigente
1578,No,No,1230,1012,49,88,10,1,Vigente
1579,No,No,970,911,39,76,5,2,Vigente
1580,No,Si,39100,950,44,140,4,2,Vigente
1581,No,Si,30400,1375,56,92,6,0,Vigente
1582,No,Si,34960,1043,38,0,11,1,Vigente
1583,No,No,920,873,37,76,2,1,Vigente
1584,No,Si,25730,1243,29,112,2,0,Vigente
1585,No,No,1360,950,54,108,5,1,Vigente
1586,No,No,930,1280,37,96,7,2,Fugado
1587,No,No,770,673,31,0,4,1,Vigente
1588,No,No,1110,1098,44,108,4,1,Vigente
1589,Si,No,1190,1041,48,88,3,1,Vigente
1590,No,No,550,891,22,0,6,1,Vigente
1591,No,Si,40070,1151,43,96,7,1,Vigente
1592,No,Si,30060,1041,42,96,5,2,Vigente
1593,No,No,1080,816,43,0,10,3,Vigente
1594,Si,No,1190,1456,48,76,7,1,Fugado
1595,No,Si,31920,737,37,0,2,3,Vigente
1596,No,No,1020,950,41,0,4,3,Vigente
1597,No,Si,49860,1098,34,0,5,0,Vigente
1598,No,No,930,972,37,128,4,2,Vigente
1599,No,Si,29770,783,31,76,2,2,Vigente
1600,No,No,1130,1098,45,116,3,1,Vigente
1601,No,Si,27100,1025,44,0,4,0,Vigente
1602,Si,No,1020,1401,41,80,3,0,Fugado
1603,Si,Si,45270,1201,51,0,4,3,Vigente
1604,No,Si,33900,805,36,96,4,2,Vigente
1605,No,No,730,884,29,112,5,3,Vigente
1606,No,No,1020,915,41,96,4,1,Vigente
1607,No,No,1130,1232,45,84,3,0,Vigente
1608,No,Si,19940,873,38,108,7,3,Vigente
1609,No,Si,25990,1210,40,116,8,2,Vigente
1610,No,No,960,1120,38,96,4,0,Vigente
1611,Si,No,730,1195,29,88,5,4,Vigente
1612,No,Si,20890,735,36,96,2,0,Vigente
1613,No,No,870,1093,35,0,1,2,Vigente
1614,No,No,1140,1067,46,0,2,3,Vigente
1615,No,No,730,1331,29,116,4,1,Fugado
1616,No,No,950,1030,38,0,3,2,Vigente
1617,No,No,1250,1049,50,92,4,0,Vigente
1618,Si,No,1080,917,43,76,4,0,Vigente
1619,No,Si,40030,1036,41,100,6,1,Vigente
1620,No,No,880,816,35,104,6,4,Fugado
1621,No,Si,36020,1113,41,80,2,0,Vigente
1622,No,Si,22490,442,60,0,1,0,Vigente
1623,No,No,830,1056,33,80,8,1,Vigente
1624,No,No,1400,994,56,96,5,1,Vigente
1625,No,No,1150,1144,46,96,2,2,Vigente
1626,No,Si,39210,1368,48,84,6,0,Vigente
1627,No,No,1150,1030,46,0,4,1,Vigente
1628,No,No,810,988,32,108,7,2,Vigente
1629,No,No,740,717,30,136,9,1,Vigente
1630,No,No,1450,955,58,0,3,2,Vigente
1631,No,No,1440,1129,58,112,5,2,Vigente
1632,No,No,650,990,26,84,8,2,Vigente
1633,No,No,1130,986,45,96,6,0,Vigente
1634,No,No,1010,1107,40,80,3,0,Vigente
1635,No,No,1140,1056,46,104,5,2,Vigente
1636,No,No,1330,909,53,80,3,4,Fugado
1637,No,Si,30040,1146,42,76,6,1,Vigente
1638,No,No,930,1210,37,76,2,2,Vigente
1639,No,No,790,909,32,84,2,6,Fugado
1640,No,No,950,904,38,100,1,2,Vigente
1641,No,No,990,1124,40,92,3,3,Vigente
1642,Si,No,770,1173,31,0,3,1,Vigente
1643,No,No,920,603,37,0,3,1,Vigente
1644,No,No,1040,928,42,0,3,3,Vigente
1645,No,No,740,972,30,88,6,1,Vigente
1646,No,Si,37120,1514,45,96,3,3,Vigente
1647,No,No,1430,1340,57,84,2,0,Fugado
1648,No,No,940,1043,38,116,4,1,Vigente
1649,No,No,790,1113,32,0,5,0,Vigente
1650,No,No,860,669,34,88,4,0,Vigente
1651,No,Si,31780,1245,31,80,2,1,Vigente
1652,Si,No,1340,997,54,124,9,1,Fugado
1653,No,Si,24300,1245,52,0,6,1,Vigente
1654,Si,No,780,876,31,80,2,1,Fugado
1655,No,Si,12870,649,35,92,2,1,Vigente
1656,No,No,1020,926,41,0,3,3,Vigente
1657,No,Si,29320,924,53,92,5,1,Vigente
1658,No,No,790,818,32,0,11,2,Vigente
1659,No,No,800,990,32,0,3,2,Vigente
1660,No,Si,36930,992,37,116,5,0,Vigente
1661,No,No,910,1177,36,124,2,3,Vigente
1662,No,Si,38960,1153,38,76,1,1,Vigente
1663,Si,No,800,891,32,96,5,5,Fugado
1664,No,No,1040,1047,42,92,7,1,Vigente
1665,No,Si,33930,1058,37,92,1,2,Vigente
1666,No,Si,32250,911,50,104,4,3,Vigente
1667,No,No,820,1104,33,0,4,2,Vigente
1668,No,No,850,970,34,88,1,0,Vigente
1669,No,No,990,948,40,0,6,1,Vigente
1670,No,Si,36230,1184,49,0,10,1,Vigente
1671,No,Si,24870,895,35,108,3,1,Vigente
1672,No,No,1050,1096,42,120,6,2,Vigente
1673,No,No,960,1045,38,116,3,2,Vigente
1674,No,No,830,1111,33,88,8,5,Vigente
1675,Si,No,1200,1261,48,0,1,1,Fugado
1676,No,No,950,968,38,88,3,0,Vigente
1677,No,No,960,803,38,0,5,2,Vigente
1678,No,No,1190,1021,48,76,10,1,Vigente
1679,No,No,1160,1021,46,76,8,1,Vigente
1680,No,No,730,1536,29,92,6,0,Fugado
1681,No,No,970,1045,39,108,1,2,Vigente
1682,No,No,930,970,37,0,4,1,Vigente
1683,No,Si,29910,895,36,0,3,1,Vigente
1684,No,Si,30930,1170,37,108,4,2,Vigente
1685,No,No,1070,689,43,120,4,2,Vigente
1686,No,No,880,834,35,92,5,3,Vigente
1687,No,Si,40560,1261,22,104,3,2,Vigente
1688,No,No,800,543,32,120,5,3,Vigente
1689,No,No,1070,673,43,88,4,3,Vigente
1690,No,Si,39890,810,36,96,5,1,Vigente
1691,No,Si,16430,1195,57,104,9,1,Vigente
1692,No,No,1200,1311,48,0,4,2,Fugado
1693,No,No,1140,1298,46,0,7,1,Fugado
1694,No,Si,28270,1146,51,108,5,1,Vigente
1695,No,No,750,913,30,96,7,7,Fugado
1696,No,No,1000,1170,40,112,5,2,Vigente
1697,No,No,1130,1104,45,104,6,1,Vigente
1698,No,No,1070,1021,43,96,2,1,Vigente
1699,No,No,850,1093,34,0,4,0,Vigente
1700,No,No,1330,1052,53,0,3,4,Vigente
1701,No,Si,33170,1008,47,80,5,2,Vigente
1702,No,No,890,1454,36,92,10,2,Fugado
1703,No,No,1080,913,43,0,3,4,Fugado
1704,No,Si,26960,1012,38,96,2,2,Vigente
1705,No,No,950,1324,38,100,5,1,Fugado
1706,No,Si,30050,1111,42,0,2,3,Vigente
1707,No,No,1130,1245,45,100,3,1,Vigente
1708,No,No,1290,807,52,0,9,5,Fugado
1709,No,Si,23830,1016,33,96,3,4,Vigente
1710,No,No,680,1142,27,88,3,3,Vigente
1711,No,No,930,1093,37,76,7,2,Vigente
1712,Si,Si,18160,1078,46,84,4,0,Vigente
1713,No,No,730,1005,29,88,5,4,Vigente
1714,No,No,840,858,34,0,3,5,Fugado
1715,No,No,660,983,26,96,2,3,Vigente
1716,No,Si,36870,906,35,112,4,0,Vigente
1717,No,Si,26100,964,44,76,2,1,Vigente
1718,No,No,1020,937,41,120,3,1,Vigente
1719,Si,No,850,1283,34,0,8,2,Fugado
1720,No,No,1520,983,61,128,5,2,Vigente
1721,No,No,970,933,39,0,1,1,Vigente
1722,No,No,1240,1074,50,0,3,1,Vigente
1723,No,No,960,695,38,104,1,1,Vigente
1724,No,No,1230,1085,49,92,7,2,Vigente
1725,No,No,870,669,35,0,4,1,Vigente
1726,No,No,860,964,34,120,4,2,Vigente
1727,No,No,1080,909,43,92,5,1,Vigente
1728,No,No,480,792,19,104,2,1,Vigente
1729,No,Si,24040,986,42,80,5,4,Vigente
1730,No,Si,37230,730,49,116,4,2,Vigente
1731,No,No,1210,948,48,108,3,2,Vigente
1732,No,No,950,1393,38,108,7,0,Fugado
1733,No,Si,44050,953,42,0,5,3,Vigente
1734,No,No,700,966,28,0,6,0,Vigente
1735,No,No,1010,1137,40,116,3,1,Vigente
1736,No,No,680,862,27,124,1,0,Vigente
1737,No,No,1250,1329,50,0,6,1,Fugado
1738,No,No,950,933,38,76,6,0,Vigente
1739,No,Si,25910,1126,36,0,3,0,Vigente
1740,No,No,1200,1390,48,0,1,2,Fugado
1741,No,Si,32300,977,52,80,6,0,Vigente
1742,No,No,1140,1272,46,0,5,3,Vigente
1743,No,No,1240,671,50,96,5,1,Vigente
1744,No,No,870,1278,35,0,2,1,Vigente
1745,No,Si,26940,1307,38,0,3,0,Vigente
1746,No,No,940,1111,38,88,1,0,Vigente
1747,No,No,1470,1093,59,116,6,1,Fugado
1748,No,No,1100,922,44,84,5,1,Vigente
1749,No,Si,23820,1173,33,120,7,1,Vigente
1750,No,No,1070,900,43,76,3,3,Vigente
1751,No,No,740,818,30,0,2,1,Fugado
1752,No,No,1420,1111,57,76,2,1,Vigente
1753,Si,No,830,917,33,100,3,0,Fugado
1754,No,No,920,939,37,0,2,2,Vigente
1755,Si,No,1080,1091,43,0,2,2,Fugado
1756,Si,Si,16100,876,44,84,5,1,Vigente
1757,Si,Si,40060,761,42,0,6,1,Vigente
1758,Si,No,1270,966,51,84,6,2,Vigente
1759,No,No,1050,1184,42,104,7,0,Vigente
1760,No,Si,36000,1151,40,76,6,0,Vigente
1761,No,No,1020,1192,41,80,6,2,Vigente
1762,No,Si,29240,1263,50,0,2,1,Vigente
1763,No,No,770,966,31,0,3,0,Vigente
1764,No,Si,43010,1080,40,96,1,1,Vigente
1765,No,No,870,1318,35,0,4,0,Fugado
1766,No,No,1250,873,50,108,2,4,Fugado
1767,No,No,640,933,26,100,7,2,Vigente
1768,No,Si,14860,922,34,88,3,2,Vigente
1769,Si,No,1100,865,44,76,2,2,Fugado
1770,No,No,1010,1082,40,80,2,2,Vigente
1771,No,No,1120,1030,45,76,3,0,Vigente
1772,No,Si,40250,829,50,108,8,2,Vigente
1773,No,No,920,906,37,108,10,1,Vigente
1774,Si,Si,40790,1102,32,80,3,1,Vigente
1775,No,No,810,1217,32,0,1,1,Vigente
1776,No,Si,25030,1371,41,80,4,0,Vigente
1777,No,No,1320,1076,53,92,5,0,Vigente
1778,No,No,830,1294,33,84,3,3,Fugado
1779,No,Si,39820,818,33,96,10,2,Vigente
1780,No,No,1270,1080,51,96,7,1,Vigente
1781,No,No,830,1016,33,104,7,1,Vigente
1782,No,Si,21970,1078,39,128,3,1,Vigente
1783,No,No,760,1038,30,0,1,1,Vigente
1784,No,Si,29970,812,39,92,3,1,Vigente
1785,Si,No,1080,1019,43,100,4,0,Fugado
1786,No,Si,30040,948,42,0,6,2,Vigente
1787,No,No,690,950,28,0,5,0,Vigente
1788,No,Si,31910,1122,36,0,2,1,Vigente
1789,No,Si,35190,992,48,104,5,1,Vigente
1790,No,No,900,887,36,0,7,0,Vigente
1791,No,No,1150,1074,46,80,3,2,Vigente
1792,No,No,1110,913,44,92,3,1,Vigente
1793,No,No,1020,887,41,0,6,0,Vigente
1794,No,No,870,1131,35,0,4,1,Vigente
1795,No,No,730,1384,29,96,5,1,Fugado
1796,No,Si,30210,1038,48,128,4,1,Vigente
1797,No,No,900,851,36,112,4,1,Vigente
1798,No,Si,47950,928,38,88,11,0,Vigente
1799,No,No,650,1188,26,104,4,1,Vigente
1800,No,No,800,823,32,0,10,1,Vigente
1801,No,No,1100,1243,44,92,4,0,Vigente
1802,No,No,1030,1060,41,0,6,2,Vigente
1803,No,Si,36780,1225,31,116,7,5,Vigente
1804,No,No,1050,1102,42,0,5,1,Vigente
1805,Si,No,1180,1032,47,0,2,0,Fugado
1806,No,No,840,1184,34,92,9,3,Vigente
1807,No,No,1020,1100,41,100,6,0,Vigente
1808,No,No,1030,1036,41,108,1,3,Vigente
1809,No,No,1000,1219,40,104,2,3,Vigente
1810,No,No,1040,1056,42,116,2,1,Vigente
1811,No,No,1030,1159,41,100,5,0,Vigente
1812,No,No,1480,913,59,132,8,3,Vigente
1813,Si,No,1190,1272,48,0,3,1,Vigente
1814,No,No,830,966,33,0,3,0,Vigente
1815,No,No,1470,1054,59,112,4,0,Vigente
1816,No,Si,42820,1036,33,80,3,0,Vigente
1817,No,No,980,1058,39,156,3,2,Vigente
1818,No,No,1190,889,48,0,4,2,Vigente
1819,No,No,1400,968,56,100,3,3,Vigente
1820,No,Si,17820,1122,33,0,4,0,Vigente
1821,No,No,840,834,34,76,2,1,Vigente
1822,No,Si,39990,1316,40,132,7,1,Vigente
1823,No,No,940,906,38,76,4,2,Vigente
1824,No,Si,23780,1221,31,100,3,2,Vigente
1825,No,Si,26830,1111,33,128,3,1,Vigente
1826,No,No,1080,1109,43,0,2,3,Vigente
1827,No,No,1060,1005,42,0,2,3,Vigente
1828,No,No,960,1012,38,116,6,2,Vigente
1829,No,No,670,917,27,84,2,2,Vigente
1830,No,Si,26400,1100,56,92,10,1,Vigente
1831,No,No,820,1241,33,88,6,1,Vigente
1832,No,Si,42900,1104,36,96,5,7,Vigente
1833,No,No,1160,1065,46,128,11,1,Vigente
1834,No,No,970,1199,39,0,3,2,Vigente
1835,No,Si,29870,1153,35,120,6,0,Vigente
1836,No,Si,37870,1014,35,0,3,4,Vigente
1837,No,Si,17950,1080,38,84,3,0,Vigente
